United States,,,,
number,Location,Code,Type,Amazon warehouse address
714,Ohio,ROH2,FC,"1 Capitol Square, Columbus, OH 43215"
715,Ohio,SUAB,,"2800 CORPORATE EXCHANGE DRIVE, Columbus, OH"
716,Ohio,SUAS,,"2800 Corporate Exchange Drive, Columbus, OH"
717,Ohio,SUHO,,"355 Tomahawk Drive Suite3, Maumee, OH"
718,Ohio,SUJE,,"5124 Cleveland Rd, Wooster, OH"
719,Ohio,SUPC,,"503 West High St, Hicksville, OH"
720,Ohio,TBD,FC,"100 Euclid Square Ma…, Euclid, OH"
721,Ohio,TBD8,FC,"Etna Township Park, Etna, OH 43062"
722,Ohio,TBD9,FC,"Alum Creek Drive, Obetz, OH 43207"
723,Ohio,UMD1,FC,"101-199 Mckinley Ave SW, Canton, OH 44702"
724,Ohio,UOH1,FC,"Winton Hills, Cincinnati, OH 45232"
725,Ohio,UOH2,FC,"3563 Interchange Rd, Columbus, OH 43204"
726,Ohio,UOH4,,"4401 Equity Dr, COLUMBUS, OH"
727,Ohio,VUHG,,"28625 Fountain Parkway, Solon, OH"
728,Ohio,VUPW,,"8778 Le St Dr, West Chester, OH"
729,Ohio,XLAE,,"5330 Crosswind Dr, Columbus, OH"
730,Ohio,DAY3,FC,"700 Gateway Blvd, Monroe, OH 45050, United States"
731,Oklahoma,OKC1,FC,"9201 S. Portland Ave., Oklahoma City, OK 73159 , Oklahoma County"
732,Oklahoma,OKC5,SC,"1414 S Council Rd, Oklahoma City, OK 73179, United States’"
733,Oklahoma,TUL2,,"4040N 125TH E AVE, Tulsa, OK"
734,Oregon,DP01,FC,"Portland, OR 75234"
735,Oregon,DPD1,FC,"3333-3681 NW 35th Ave, Portland, OR 97210"
736,Oregon,HIO9,,"23677 NM Huffman St., Hillsboro, OR"
737,Oregon,HPD1,FC,"15000 N. Lombard St., Multnomah, Portland, Oregon 97203-6814 – Multnomah County"
738,Oregon,PDX5,SC,"5647 NE Huffman St, Hillsboro, OR 97124"
739,Oregon,PDX6,FC,"15000 N. Lombard St, Portland, Oregon, US"
740,Oregon,PDX7,FC,"4775 Depot Court SE, Salem, OR 973178983 , Marion County"
741,Oregon,PDX9,FC,"1250 NW Swigert Way, Troutdale, OR 97060"
742,Oregon,POR1,,"1131 SW Jefferson, Portland, OR"
743,Oregon,ROR1,FC,"11 NW 6th Ave, Portland, OR 97209"
744,Oregon,ROR2,FC,"5243-5299 SW 33rd Dr, Portland, OR 97239"
745,Oregon,SUAY,,"10020 S Gibson Rd, Molalla, OR"
746,Oregon,SUOS,,"9655 SW SUNSHINE CT, SUITE 300, BEAVERTON, OR"
747,Oregon,SUOW,,"9655 SW Sunshine CT, Beaverton, OR"
748,Oregon,TOR1,,"2104 NW York Street, Portland, OR"
749,Oregon,UOR1,FC,"2250 Northwest 22nd Avenue, Portland, OR 97210"
750,Oregon,UOR2,,"5015 NW FRONT AVE, PORTLAND, OR"
751,Oregon,VUOL,,"14005 North Lombard, Portland, OR"
752,Pennsylvania,ABE1,FC,"705 Boulder Dr Breinigsville, PA 18031 – Lehigh County"
753,Pennsylvania,ABE2,FC,"705 Boulder Drive, Breinigsville, PA 18031"
754,Pennsylvania,ABE3,FC,"650 Boulder Drive, Breinigsville, PA 18031"
755,Pennsylvania,ABE4,FC,"1610 Van Buren Rd., Easton, PA 18045-1707"
756,Pennsylvania,ABE5,FC,"6455 Allentown Boulevard, Harrisburg, PA 17112"
757,Pennsylvania,ABE9,,"100 Quality Circle, Suite 106, Harrisburg, Pennsylvania"
758,Pennsylvania,AVP1,FC,"550 Oak Ridge Road, Hazleton, PA 18202"
759,Pennsylvania,AVP2,FC,"298 First Ave, Covington Township, PA 18424, United States"
760,Pennsylvania,AVP3,FC,"298 First Ave, Covington Township, PA 18424, United States"
761,Pennsylvania,AVP6,FC,"1 Commerce Road, Pittston, PA 18640"
762,Pennsylvania,AVP8,FC,"250 Enterprise Way, Pittston, PA 18640"
763,Pennsylvania,DAE1,Logistics,"2595 Brodhead Rd, Bethlehem, PA 18020, United States"
764,Pennsylvania,DEW4,FC,"151-199 W Richardson Ave, Langhorne, PA 19047"
765,Pennsylvania,DMC1,FC,"401 Hollow Rd, East Stroudsburg, PA 18301"
766,Pennsylvania,DPH1,FC,"4219 Richmond Street, Philadelphia, PA 19137"
767,Pennsylvania,DPH2,FC,"435 General Maxwell Ln, King of Prussia, PA 19406"
768,Pennsylvania,MDT1,FC,"2 Ames Drive, Carlisle, PA 17015"
769,Pennsylvania,MDT3,,"460 Research Drive, PITTISON, PA"
770,Pennsylvania,PEN1,,"3800 Locust Walk, Class of 1920 Commons, Philadelphia, PA"
771,Pennsylvania,PHL4,FC,"21 Roadway Drive, Carlisle, PA 17015"
772,Pennsylvania,PHL5,FC,"500 McCarthy Drive, Lewisberry, PA 17339"
773,Pennsylvania,PHL6,FC,"675 Allen Road, Carlisle, PA 17015"
774,Pennsylvania,PHL9,FC,"2 Ames Drive, Carlisle, PA 17015"
775,Pennsylvania,PIT1,FC,"2250 Roswell Drive, Pittsburgh, PA 15205"
776,Pennsylvania,PIT2,,"101 N CAMPUS DR, IMPERIAL, PA"
777,Pennsylvania,PIT5,SC,"2250 Roswell Drive, Pittsburgh, PA 15205"
778,Pennsylvania,PPA1,FC,"545 Oak Hill Road, Mountaintop, Pennsylvania 18707 , Luzerne County (Seasonal Facility)"
779,Pennsylvania,PPH3,,"2306 South Street, PHILADELPHIA, PA"
780,Pennsylvania,SCE1,,"134 South Allen St, State College, PA"
781,Pennsylvania,SKTB,,"Montgomeryville, PA 18936"
782,Pennsylvania,SUAH,,"2901 Grant Ave, Philadelphia, PA"
783,Pennsylvania,SUBE,,"921 E. Tolna Rd., New Freedom, PA"
784,Pennsylvania,SULX,,"1728 Smallman St., Pittsburgh, PA"
785,Pennsylvania,SUOR,,"3820 Hempland Rd, Mountville, PA"
786,Pennsylvania,SUOT,,"3820 Hempland Rd, Mountville, PA"
787,Pennsylvania,SUOY,,"1728 Smallman St., Pittsburgh, PA"
788,Pennsylvania,TPAA,,"4101 Sansom St, Philadelphia, PA"
789,Pennsylvania,VAVP,FC,"250 Enterprise Way, Pittston, PA 18640"
790,Pennsylvania,VUAV,FC,"1 Commerce Road, Pittston, PA 18640"
791,Pennsylvania,VUBA,FC,"1000 Keystone Industrial Park Scranton, PA 18512"
792,Pennsylvania,VUBF,,"575 Old Forge Road, Union Township, PA"
793,Pennsylvania,VUCB,,"5197 Commerce Drive, YORK, PA"
794,Pennsylvania,VUGA,FC,"508 Delaware Avenue West Pittston, PA 18643"
795,Pennsylvania,VUGJ,,"4275 Fritch Dr, Bethlehem, PA"
796,Pennsylvania,VUGL,,"1200 Distribution Drive, Carlisle, PA"
797,Pennsylvania,VUGM,,"597 Alexander Spring Rd., Carlisle, PA"
798,Pennsylvania,VUGP,FC,"234 Walnut Bottom Road, Shippensburg, PA 17257"
799,Pennsylvania,VUPH,,"9300 Olde Scotland Road, Shippensburg, PA"
800,Pennsylvania,VUQE,,"69 Green Mountain Road, Hazleton, PA"
801,Pennsylvania,VUQP,,"655 E Park St, LOCK HAVEN, PA"
802,Pennsylvania,VUWB,,"6373 Brackbill Blvd, Mechanicsburg, PA"
803,Pennsylvania,XUSC,FC,"40 Logistics Drive, Carlisle, PA 17013"
804,Pennsylvania,XUSG,FC,"9645 West Hills Court, Kutztown, PA 19530"
805,South Carolina,CAE1,FC,"4400 12th Street Extension, West Columbia, SC 29172"
806,South Carolina,CAE3,FC,"222 Old Wire Road, West Columbia, SC 29172"
807,South Carolina,CHS1,FC,"7290 Investment Drive, N Charleston, SC 29418"
808,South Carolina,GSP1,FC,"402 John Dodd Road, Spartanburg, SC 29303-6312"
809,South Carolina,SULF,,"170 Longs Pond Rd, Lexington, SC"
810,South Carolina,VUQM,,"441 Masters Boulevard, Anderson, SC"
811,South Carolina,XUSU,,"Rock Hill, SC 29730,US"
812,Tennessee,BNA1,FC,"14840 Central Pike, Lebanon, TN 37090"
813,Tennessee,BNA2,FC,"500 Duke Drive, Lebanon, TN 37090"
814,Tennessee,BNA3,FC,"2020 Joe B Jackson Parkway, Murfreesboro, TN 37127"
815,Tennessee,BNA4,FC,"#BNA4 – 50 Airways Blvd Nashville, TN 37217"
816,Tennessee,BNA5,SC,"50 Airways Blvd, Nashville, TN 37217"
817,Tennessee,CHA1,FC,"7200 Discovery Drive, Chattanooga, TN 37416"
818,Tennessee,CHA2,FC,"225 Infinity Drive NW, Charleston, TN 37310"
819,Tennessee,DEDC,,"2020 Joe B Jackson Parkway, Murfreesboro, TN"
820,Tennessee,MEM1,FC,"3292 E Holmes Rd, Memphis, Tennessee, US"
821,Tennessee,MEM5,FC,"5155 Citation Dr, Memphis, TN 38118, United States"
822,Tennessee,RTN1,FC,"600 Church St, Nashville, TN 37219"
823,Tennessee,SJWV,,"Murfreesboro, TN – 37131"
824,Tennessee,STN1,,"2 Dell Parkway, NASHVILLE, TN,"
825,Tennessee,TTNA,,"410 Harding Industrial Dr., Nashville, TN"
826,Tennessee,UTN1,FC,"600 Church St, Nashville, TN 37219"
827,Tennessee,XIX4,,"5155 Citation Drive, MEMPHIS, TN"
828,Tennessee,XLAJ,,"3440 Meyers Rd, Memphis, TN"
829,Tennessee,XSP1,,"1115 Vaughn Parkway, Portland, TN"
830,Texas,DAL3,FC,"1301 Chalk Hill Road, Dallas, Texas 75211 , Dallas County"
831,Texas,DAL6,FC,"4601 Gold Spike Drive, Fort Worth, TX 76106"
832,Texas,DAL9,DC,"1400 Southport Pkwy, Wilmer, TX 75172, United States"
833,Texas,DAU1,FC,"2093-2209 Rutland Dr, Austin, TX 78758"
834,Texas,DAU2,DC,"7000 Metropolis Dr, Austin, TX 78744, United States"
835,Texas,DDA1,FC,"13341-13399 Bee St, FarmersBranch, TX 75234"
836,Texas,DDA2,FC,"1101-1107 E 15th St, Plano, TX 75074"
837,Texas,DDA3,FC,"401 Commerce St, FortWorth, TX 76102"
838,Texas,DDC1,FC,"12401 North Stemmons Fwy., Farmers Branch, TX 75234"
839,Texas,DFW1,FC,"2700 Regent Boulevard, DFW Airport, TX 75261"
840,Texas,DFW6,FC,"940 W Bethel Road, Coppell, TX 75019-4424"
841,Texas,DFW7,FC,"700 Westport Parkway, Fort Worth, TX 76177-4513"
842,Texas,DFW8,SC,"2700 Regent Boulevard, DFW Airport, TX 75261"
843,Texas,DFW9,FC,"2700 Regent Blvd, Irving, TX 75063"
844,Texas,DWF9,FC,"2700 Regent Blvd., Irving, TX 75063"
845,Texas,FTW1,FC,"33333 LBJ FWY, Dallas, Texas, US"
846,Texas,FTW2,FC,"940 W Bethel Rd, Coppell, TX 75019-4424"
847,Texas,FTW3,FC,"15201 Heritage Parkway, Fort Worth, TX 76177-2517"
848,Texas,FTW4,FC,"15201 Heritage Parkway, Fort Worth, TX 76177-2517"
849,Texas,FTW6,FC,"2601 W Bethel Road, Grapevine (Coppell), Texas 752614034 , Dallas County"
850,Texas,FTW7,FC,"944 W. Sandy Lake Rd, Coppell, TX 75019-3989"
851,Texas,FTW8,FC,"3351 Balmorhea Dr. Dallas, TX 75241-7304"
852,Texas,FTW9,FC,944 West Sandy Lake Road
853,Texas,FTX4,FC,"1301-1399 Jackson St, Dallas, TX 75202"
854,Texas,FTX7,FC,"401 Commerce St, FortWorth, TX 76102"
855,Texas,HDA1,FC,"2701 W Bethel Rd, Coppell, TX 75261-4015 – Dallas County"
856,Texas,HOU1,SC,"8120 Humble Westfield Road, Humble, TX 77338"
857,Texas,HOU2,FC,"10550 Ella St., Houston, TX 77038-2324"
858,Texas,HOU3,FC,"31555 Highway 90 E, Brookshire, TX 77423-2769"
859,Texas,HOUX,FC,"2701 W Bethel Road, Coppell, TX 75261"
860,Texas,HTX1,FC,"4221 Way Out West Drive, Houston, TX 77092"
861,Texas,HTX2,FC,"4221 Way Out West Drive, Houston, TX 77092"
862,Texas,IAH6,,"8401 Fallbrook Drive, Houston, TX"
863,Texas,ITX1,FC,"9851 Fallbrook Pines Drive Suite 100 Houston, TX 77064-3329"
864,Texas,ITX2,FC,"6911 FAIRBANKS N HOUSTON RD SUITE 160 Houston, TX 77040-1437 United States"
865,Texas,LBB1,,"2407 9th Street, Suite 400, Lubbock, TX"
866,Texas,PTX1,FC,"2101 Danieldate Road, Lancaster, Texas 75134 , Dallas County (Seasonal Facility)"
867,Texas,RAU1,FC,"11299 Metric Blvd, Austin, TX 78758"
868,Texas,RDA1,FC,"100-248 E Hudgins St, Grapevine, TX 76051"
869,Texas,RDA2,FC,"15700-15704 Hillcrest Rd, Dallas, TX 75248"
870,Texas,RTX2,FC,"501 Congress Ave, Austin, TX 78701"
871,Texas,RTX3,FC,"998 Bagby St, Houston, TX 77002"
872,Texas,RTX4,FC,"1502 Marilla St, Dallas, TX 75201"
873,Texas,RTX5,FC,"198 Dolorosa, San Antonio, TX 78205"
874,Texas,SAT1,FC,"6000 Enterprise Avenue, Schertz, TX 78154"
875,Texas,SAT2,FC,"1401 E McCarty Ln, San Marcos, TX 78666"
876,Texas,SAT5,SC,"1410 S. Callaghan Road, San Antonio, TX 78227"
877,Texas,STX2,,"1625 HUTTON DR, CARROLLTON, TX"
878,Texas,SUAD,,"100 Syble Jean Dr., Burleson, TX"
879,Texas,SUBG,,"28651 Cranford Sage Ln, Katy, TX"
880,Texas,SUGB,,"5283 N State Hwy 6, Woodway, TX"
881,Texas,SUHT,,"1809 W. Frankford Rd, Suite 160, Carrollton, TX"
882,Texas,SUOF,,"6605 Roxburgh Dr. Suite 400, Houston, TX"
883,Texas,SUOZ,,"359 Pike Court, Suite 500, La Porte, TX"
884,Texas,SUSE,,"188 County Road 4226, Decatur, TX"
885,Texas,TAM1,FC,"2800 S Texas Avenue Suite 401, Bryan, TX 77802"
886,Texas,TBD,FC,"TBD S Ih 35 Highway, San Marcos, 78666"
887,Texas,TBD6,FC,"4800 LBJ Freeway, Dallas, TX 75241"
888,Texas,TBDA,FC,"1300 East McCarty Lane, San Marcos, TX 78666"
889,Texas,TEX1,,"Gregory Gym, 2101 Speedway, Austin, TX"
890,Texas,TTX2,FC,"2209 Rutland Dr Ste B110, Austin, TX 78758"
891,Texas,TTX3,FC,"4221 Way Out West Drive, Houston, TX 77092"
892,Texas,TTX4,FC,"6627 Maple Avenue, Dallas, TX 75235"
893,Texas,TTX5,,"4848 Perrin Creek 680, San Antonio, TX"
894,Texas,UTX1,FC,"Irving, TX 75014"
895,Texas,UTX2,FC,"Austin, TX 73301"
896,Texas,UTX3,FC,"Houston, TX 77001"
897,Texas,UTX5,FC,"198 Dolorosa, San Antonio, TX 78205"
898,Texas,UTX7,FC,"4601 Gold Spike Drive, Fort Worth, TX 76106"
899,Texas,UTX8,FC,"2800 S Texas Avenue Suite 401, Bryan, TX 77802"
900,Texas,UTX9,,"4616 W Howard Lane, AUSTIN, TX"
901,Texas,VUBI,,"501 Meacham Blvd, Fort Worth, TX"
902,Texas,VUHE,,"3401 Innovative Way, Mesquite, TX"
903,Texas,VUKH,FC,"1901 W Airfield Dr, DFW Airport, TX 75261"
904,Texas,VUPO,FC,"4808 Mountain Creek Parkway, Dallas, TX 75236"
905,Texas,VUPZ,,"4800 Henrietta Creek Rd, Fort Worth, TX"
906,Texas,XIX3,,"1400 SOUTHPORT PKWY BLDG 7, WILMER, TX"
907,Texas,XLAF,,"1600 Roe St, Dallas, TX"
908,Texas,XUSB,FC,"14900 Frye Road, Fort Worth, TX 76155"
909,Texas,VUPJ,FC,"101 Mars Road, Wilmer, TX 75172"
910,Utah,DUT1,FC,"3701 Atlas Way, West Valley City, UT 84120"
911,Utah,HSL1,FC,"355 N. John Glenn Rd., Salt Lake City, UTH 84116 – Salt Lake County"
912,Utah,SLC1,FC,"777 North 5600 West, Salt Lake City, UT 8411"
913,Utah,SLC3,FC,"355 N JOHN GLENN RD, Salt Lake City, Utah, US"
914,Utah,SLC4,FC,"770 South Gladiola, Suite 500, Salt Lake City, Utah 84104 , Salt Lake County"
915,Utah,SUBL,,"582 S 1100 W, Woods Cross, UT"
916,Utah,SUCE,,"8427 S. Old Bingham Hwy, West Jordan, UT"
917,Utah,SULU,,"582 S 1100 W, Woods Cross, UT"
918,Utah,SUOI,,"870 North 100 East, Lehi, UT"
919,Utah,SUSJ,,"8427 South Old Bingham Hwy, West Jordan, UT"
920,Utah,VUQN,,"1711 S 4650 W, Salt Lake City, UT"
921,Virginia,BWI1,Warehouse,"45121 Global Plaza, Sterling, VA 20166, United States"
922,Virginia,BWI4,FC,"165 Business Blvd, Clear Brook, VA 22624-1568"
923,Virginia,BWI6,FC,"5617 Industrial Drive, Springfield, VA 22151"
924,Virginia,DOR1,FC,"Pvt 7 Rd, Chesapeake, VA 23320"
925,Virginia,DRC1,FC,"701 E Grace St, Richmond, VA 23219"
926,Virginia,FVA1,FC,"100 Commerce Street, Springfield, VA 22150"
927,Virginia,HRC1,FC,"4949 Commerce Road, Richmond, Virginia 23234 – Richmond City"
928,Virginia,IDT1,,"5617 Industrial Drive, SPRINGFIELD, VA"
929,Virginia,ORF1,FC,"3516 South Military Hwy, Chesapeake, VA 23323"
930,Virginia,RIC1,FC,"5000 Commerce Way, Petersburg, VA 23803"
931,Virginia,RIC2,FC,"1901 Meadowville Technology Parkway, Chester, VA 23836"
932,Virginia,RIC3,SC,"1901 Meadowville Technology Parkway, Chester, VA 23836"
933,Virginia,RIC5,SC,"11600 N Lakeridge Pkwy, Ashland, VA 23005"
934,Virginia,RIC9,,"11600 N Lakeridge Pkwy, Ashland, VA"
935,Virginia,SDC1,,"6885 Commercial Dr., SPRINGFIELD, VA"
936,Virginia,SULC,,"1345 Taylor Farms Road, Suite 112, Virginia Beach, VA"
937,Virginia,UOH5,,"492 Central Dr, VIRGINIA BEACH, VA"
938,Virginia,UVA1,FC,"5617 Industrial Dr. Suite A, Springfield, VA 22151"
939,Virginia,UVA2,FC,"Chesapeake, VA"
940,Virginia,UVA3,FC,"2034 Dabney Road, Richmond, VA 23230"
941,Virginia,UVA4,,"4100 Tomlynn St, RICHMOND, VA"
942,Virginia,UVA5,,"492 Central Dr, VIRGINIA BEACH, VA"
943,Washington,DSE2,FC,"6705 E Marginal Way, Seattle, WA 98108"
944,Washington,*XFR,FC,"2021 7th Avenue, Seattle, WA, 98121"
945,Washington,ASE1,FC,"20202 84th Ave. S, Bellevue, WA 98004"
946,Washington,ASE3,,"20526 59th Place South, Kent, Washington"
947,Washington,BF13,FC,"2700 Center Dr, DuPont, WA 98327, United States"
948,Washington,BFI1,FC,"1800 140th Avenue, E Sumner, WA"
949,Washington,BFI3,FC,"2700 Center Drive, Dupont, WA 98327"
950,Washington,BFI4,SC,"21005 64th Ave S, Kent, WA 98032"
951,Washington,BFI5,SC,"Building B, 20526 59th Pl S, Kent, WA 98032"
952,Washington,BFI6,FC,"21005 64th Ave. South; Kent, Washington 98032"
953,Washington,BFI7,FC,"1800 140th Ave E, Sumner, WA 98390"
954,Washington,BFIX,FC,"1800 140th Avenue, Sumner, WA 98390"
955,Washington,BOS6,FC,"201 Beachman St, Everett, MA 2149"
956,Washington,DBO1,FC,"2064 Hewitt Ave, Everett, WA 98201"
957,Washington,DEV1,,"2121 7th Ave, SEATTLE, WA"
958,Washington,DSE4,FC,"2064 Hewitt Ave, Everett, WA 98201"
959,Washington,DSE5,FC,"102-104 Rainier Ave S, Renton, WA 98057"
960,Washington,FFI6,FC,"10441 SE 240th St, Kent, WA 98031"
961,Washington,FSE2,FC,"5100 15th Ave NW, Seattle, WA 98107"
962,Washington,FSE3,FC,"76 South Lander Street, Seattle, WA 98134"
963,Washington,FWA1,FC,"12601 120th Ave NE, Kirkland, WA 98034"
964,Washington,FWA2,FC,"9600 College Way N, Seattle, WA 98103"
965,Washington,GEG1,FC,"10010 W Geiger Blvd., Spokane, Washington 99224 , Spokane County"
966,Washington,HWA1,FC,"11710 118th Ave NE, Building B, Kirkland, WA 98034"
967,Washington,HWA2,FC,"11710 118th Ave NE, Building B, Kirkland, WA 98034"
968,Washington,HWA3,,"20202 84th AVE S, Kent, WA"
969,Washington,ISE1,,"2131 7th Ave, Seattle, WA"
970,Washington,ISE2,FC,"1227 124th Ave NE Building 2 Suite A200, Bellevue, WA 98004"
971,Washington,ISE5,,"20202 84th Ave South, Kent, WA"
972,Washington,ISE6,,"307 Fairview Avenue North, Seattle, WA"
973,Washington,ISE8,,"20202 84th Ave South, Kent, WA"
974,Washington,PWA1,FC,"2309 Milwaukee Way, Tacoma, Washington 98421 , Pierce County (Seasonal Facility)"
975,Washington,RSE1,FC,"19615 Pacific Hwy, Lynnwood, WA 98036"
976,Washington,RWA1,FC,"10501-10657 NE 37th Cir, Kirkland, WA 98033"
977,Washington,RWA2,FC,"9600 College Way N, Seattle, WA 98103"
978,Washington,RWA4,FC,"909 5th Ave, Seattle, WA 98164"
979,Washington,SEA6,FC,"2646 Rainier Avenue, South Seattle, WA 98144"
980,Washington,SEA8,FC,"1227 124th Avenue Northeast, Bellevue, WA, 98005"
981,Washington,SQGH,,"Carnation, WA, 98014. STL4, 3050 Gateway"
982,Washington,SUED,,"229 N Ella Rd, Spokane Valley, WA"
983,Washington,SULA,,"1380 Stonegate Way, Ferndale, WA"
984,Washington,SUNA,,"4179 70th Ave East, Suite A, Fife, WA"
985,Washington,SUXA,,"345 Boren Ave N, Seattle, WA"
986,Washington,SUXC,,"345 Boren Ave N, Seattle, WA"
987,Washington,SUZA,,"345 Boren Ave N, Seattle, WA"
988,Washington,SUZB,,"345 Boren Ave N, Seattle, WA"
989,Washington,SUZC,,"345 Boren Ave N, Seattle, WA"
990,Washington,SWA1,,"607 Riverside Road, EVERETT, WA"
991,Washington,TIW1,,"One Sitcum Plaza, Tacoma, WA"
992,Washington,TWA0,FC,"13537 Aurora Ave N, Seattle, WA 98133"
993,Washington,UTX4,FC,"PO Box 80387, Seattle, WA 98108"
994,Washington,UWA1,FC,"11710 118th Ave. N.E., Building B, Kirkland, WA 98034"
995,Washington,UWA2,FC,"13537 Aurora Ave. N., North Seattle, WA 98133"
996,Washington,UWA3,FC,"2121 8th Ave., Seattle, WA 98121"
997,Washington,UWA4,FC,"76 S Lander Street, Seattle, WA 98134"
998,Washington,UWA5,,"18323 Andover Park W., Bldg. 6, SEATTLE, WA"
999,Washington,VAEO,,"20526 59th Place S., Kent, WA"
1000,Washington,VUPM,FC,"22001 84th Avenue, Kent, WA 98032"
1001,Washington,XLAI,,"7650 S 228th St, Kent, WA"
1002,Washington,ZSE1,FC,"9600 College Way N, Seattle, WA 98103"
1003,Washington,ZSE2,FC,"20202 84th Ave. S, Bellevue, WA 98004"
1004,Wisconsin,DLV1,FC,"5501-5517 Cut-Off Rd, Boulder Junction, WI 54512"
1005,Wisconsin,DML1,FC,"3935 W. Mitchell St., Milwaukee, WI 53125"
1006,Wisconsin,FWI1,FC,"4700 W Mitchell St, West Milwaukee, WI 53214"
1007,Wisconsin,JVL1,,"3150 Colley Road, Beloit, WI"
1008,Wisconsin,MKE1,FC,"3501 120th Ave, Kenosha, Wisconsin, 53144-7502"
1009,Wisconsin,MKE2,FC,"9700 South 13th Street, Oak Creek, Wisconsin 53154 , Milwaukee County"
1010,Wisconsin,MKE5,SC,"11211 Burlington Road, Kenosha, WI 53144"
1011,Wisconsin,MKE9,,"11211 Burlington Road, Kenosha, WI"
1012,Wisconsin,SBX2,,"4718 Helgesen Drive, Suite 1, Madison, WI"
1013,Wisconsin,SULD,,"2020 Prairie Ln, Eau Claire, WI"
1014,Wisconsin,SUPA,,"412 Technology Drive E., Menomonie, WI"
1015,Wisconsin,SUPB,,"412 Technology Drive E., Menomonie, WI"
1016,Wisconsin,UWI1,FC,"4111 W Mitchell Street, Milwaukee, WI 53215"
1017,Wisconsin,VUHF,,"11111 80TH AVE, Pleasant Prairie, WI"
1018,Wisconsin,XIX5,,"11211 Burlington Road, KENOSHA, WI"
,,,,
,Canada,,,
,,,,
1,State,Code,Type,Address
2,Alberta,XCAB,,"1882 118 Avenue NE, Calgary, AB"
3,Alberta,YYC1,FC,"293069 Col Robertson Way, Rocky View County, AB T4A 1C6, Canada"
4,British Columbia,DVC1,DC,"4242 Phillips Ave, Burnaby, BC V5A 2X2, Canada"
5,British Columbia,UBC1,,"8155 N Fraser Way, Burnaby, BC"
6,British Columbia,YVR1,FC,"450 Derwent PL Delta, British Columbia V3M 5Y9"
7,British Columbia,YVR2,FC,"450 Derwent PL Delta, British Columbia V3M 5Y9"
8,British Columbia,YVR3,FC,"109 Braid St, New Westminster, BC V3L 3R9, Canada"
9,British Columbia,YVR4,FC,"4189 Salish Sea Way, Tsawwassen (Delta), British Columbia V4M 0B9"
10,Edmonton,YEG1,FC,"1440 39 Ave, Nisku, Leduc County, AB T6W 1A7"
11,Ontario,YYZ10,FC,
12,Ontario,KTO2,,"2480 Meadowvale Blvd Unit 3 Mississauga, Ontario, ON"
13,Ontario,KTO7,,"2480 Meadowvale Blvd, Unit 3, Mississauga, ON"
14,Ontario,PRTO,FC,"6110 Cantay Rd. Mississauga, Ontario L5R 3W"
15,Ontario,VOPA,,"2 Bramkay St, Brampton, ON"
16,Ontario,XCAC,,"9501 Highway 50, Woodbridge, ON"
17,Ontario,YOW1,Warehouse,"5225 Boundary Road, Ottawa, Ontario, Canada K4N 1P6"
18,Ontario,YYZ1,FC,"6363 Millcreek Drive Mississauga, Ontario L5N 1L8"
19,Ontario,YYZ2,FC,"2750 Peddie Rd. Milton, Ontario L9T 6Y9"
20,Ontario,YYZ3,FC,"7995 Winston Churchill Blvd. Brampton, Ontario L6Y 0B2"
21,Ontario,YYZ4,FC,"8050 Heritage Rd., Brampton, Ontario L6Y 0C9"
22,Ontario,YYZ6,FC,"8050 Heritage Rd., Brampton, Ontario L6Y 0C9"
23,Ontario,YYZ7,FC,"12724 Coleraine Dr., Caledon (Bolton), Ontario L7E 4L8"
24,Ontario,YYZ9,FC,"900 Passmore Ave, Scarborough, ON M1X 0A1, Canada"
25,Ontario,TBD,FC,22 Turnbridge Road; Aurora; Ontario; L4G 7R9
26,Quebec,YUL1,FC,"3000 Rue Louis A Amos, Lachine, QC H8T 3P8"
